17:38:28:05.05.2021, 0, 0
17:38:28:05.05.2021, 0, 0
17:38:29:05.05.2021, 0, 0
17:38:30:05.05.2021, 0, 0
17:38:31:05.05.2021, 0, 0
17:38:32:05.05.2021, 0, 0
17:38:33:05.05.2021, 0, 0
17:38:34:05.05.2021, 0, 0
17:38:35:05.05.2021, 0, 0
17:38:36:05.05.2021, 0, 0
17:38:37:05.05.2021, 0, 0
17:38:38:05.05.2021, 0, 0
17:38:39:05.05.2021, 0, 0
17:38:40:05.05.2021, 0, 0
17:38:41:05.05.2021, 0, 0
17:38:42:05.05.2021, 0, 0
17:38:43:05.05.2021, 0, 0
17:38:44:05.05.2021, 0, 0
17:38:45:05.05.2021, 0, 0
17:38:46:05.05.2021, 0, 0
17:38:47:05.05.2021, 0, 0
17:38:48:05.05.2021, 0, 0
17:38:49:05.05.2021, 0, 0
17:38:50:05.05.2021, 0, 0
17:38:51:05.05.2021, 0, 0
17:38:52:05.05.2021, 0, 0
17:38:53:05.05.2021, 0, 0
17:38:54:05.05.2021, 0, 0
17:38:55:05.05.2021, 0, 0
17:38:56:05.05.2021, 0, 0
17:38:57:05.05.2021, 0, 0
17:38:58:05.05.2021, 0, 0
17:38:59:05.05.2021, 0, 0
17:39:00:05.05.2021, 0, 0
17:39:01:05.05.2021, 0, 0
17:39:02:05.05.2021, 0, 0
17:39:03:05.05.2021, 0, 0
17:39:04:05.05.2021, 0, 0
17:39:05:05.05.2021, 0, 0
17:39:06:05.05.2021, 0, 0
17:39:07:05.05.2021, 0, 0
17:39:08:05.05.2021, 0, 0
17:39:09:05.05.2021, 0, 0
17:39:10:05.05.2021, 0, 0
17:39:11:05.05.2021, 0, 0
17:39:12:05.05.2021, 0, 0
17:39:13:05.05.2021, 0, 0
17:39:14:05.05.2021, 0, 0
17:39:15:05.05.2021, 0, 0
17:39:16:05.05.2021, 1, 1
17:39:17:05.05.2021, 1, 1
17:39:18:05.05.2021, 1, 1
17:39:19:05.05.2021, 0, 0
17:39:20:05.05.2021, 1, 1
17:39:21:05.05.2021, 0, 0
17:39:22:05.05.2021, 1, 1
17:39:23:05.05.2021, 0, 0
17:39:24:05.05.2021, 0, 0
17:39:25:05.05.2021, 1, 1
17:39:26:05.05.2021, 1, 1
17:39:27:05.05.2021, 1, 1
17:39:28:05.05.2021, 0, 0
17:39:29:05.05.2021, 0, 0
17:39:30:05.05.2021, 0, 0
17:39:31:05.05.2021, 0, 0
17:39:32:05.05.2021, 0, 0
17:39:33:05.05.2021, 0, 0
17:39:34:05.05.2021, 0, 0
17:39:35:05.05.2021, 0, 0
17:39:36:05.05.2021, 0, 0
17:39:37:05.05.2021, 0, 0
17:39:38:05.05.2021, 0, 0
17:39:39:05.05.2021, 1, 1
17:39:40:05.05.2021, 1, 1
17:39:41:05.05.2021, 0, 0
17:39:42:05.05.2021, 0, 0
17:39:43:05.05.2021, 0, 0
17:39:44:05.05.2021, 0, 0
17:39:45:05.05.2021, 0, 0
17:39:46:05.05.2021, 0, 0
17:39:47:05.05.2021, 0, 0
17:39:48:05.05.2021, 0, 0
17:39:49:05.05.2021, 0, 0
17:39:50:05.05.2021, 0, 0
17:39:51:05.05.2021, 0, 0
17:39:52:05.05.2021, 0, 0
17:39:53:05.05.2021, 0, 0
17:39:54:05.05.2021, 0, 0
17:39:55:05.05.2021, 0, 0
17:39:56:05.05.2021, 0, 0
17:39:57:05.05.2021, 0, 0
17:39:58:05.05.2021, 0, 0
17:39:59:05.05.2021, 0, 0
17:40:00:05.05.2021, 0, 0
17:40:01:05.05.2021, 0, 0
17:40:02:05.05.2021, 0, 0
17:40:03:05.05.2021, 0, 0
17:40:04:05.05.2021, 0, 0
17:40:05:05.05.2021, 0, 0
17:40:06:05.05.2021, 0, 0
17:40:07:05.05.2021, 0, 0
17:40:08:05.05.2021, 0, 0
17:40:09:05.05.2021, 0, 0
17:40:10:05.05.2021, 0, 0
17:40:11:05.05.2021, 0, 0
17:40:12:05.05.2021, 0, 0
17:40:13:05.05.2021, 0, 0
17:40:14:05.05.2021, 0, 0
17:40:15:05.05.2021, 0, 0
17:40:16:05.05.2021, 0, 0
17:40:17:05.05.2021, 0, 0
17:40:18:05.05.2021, 0, 0
17:40:19:05.05.2021, 0, 0
17:40:20:05.05.2021, 0, 0
17:40:21:05.05.2021, 0, 0
17:40:22:05.05.2021, 0, 0
17:40:23:05.05.2021, 0, 0
17:40:24:05.05.2021, 0, 0
17:40:25:05.05.2021, 0, 0
17:40:26:05.05.2021, 0, 0
17:40:27:05.05.2021, 0, 0
17:40:28:05.05.2021, 0, 0
17:40:29:05.05.2021, 0, 0
17:40:30:05.05.2021, 0, 0
17:40:31:05.05.2021, 0, 0
17:40:32:05.05.2021, 0, 0
17:40:33:05.05.2021, 0, 0
17:40:34:05.05.2021, 0, 0
17:40:35:05.05.2021, 0, 0
17:40:36:05.05.2021, 0, 0
17:40:37:05.05.2021, 0, 0
17:40:38:05.05.2021, 0, 0
17:40:39:05.05.2021, 0, 0
17:40:40:05.05.2021, 0, 0
17:40:41:05.05.2021, 0, 0
17:40:42:05.05.2021, 0, 0
17:40:43:05.05.2021, 0, 0
17:40:44:05.05.2021, 0, 0
17:40:45:05.05.2021, 0, 0
17:40:46:05.05.2021, 0, 0
17:40:47:05.05.2021, 0, 0
17:40:48:05.05.2021, 0, 0
17:40:49:05.05.2021, 0, 0
17:40:50:05.05.2021, 0, 0
17:40:51:05.05.2021, 0, 0
17:40:52:05.05.2021, 0, 0
17:40:53:05.05.2021, 0, 0
17:40:54:05.05.2021, 0, 0
17:40:55:05.05.2021, 0, 0
17:40:56:05.05.2021, 0, 0
17:40:57:05.05.2021, 0, 0
17:40:58:05.05.2021, 0, 0
17:40:59:05.05.2021, 0, 0
17:41:00:05.05.2021, 0, 0
17:41:01:05.05.2021, 0, 0
17:41:02:05.05.2021, 0, 0
17:41:03:05.05.2021, 0, 0
17:41:04:05.05.2021, 0, 0
17:41:05:05.05.2021, 0, 0
17:41:06:05.05.2021, 0, 0
17:41:07:05.05.2021, 0, 0
17:41:08:05.05.2021, 0, 0
17:41:09:05.05.2021, 0, 0
17:41:10:05.05.2021, 0, 0
17:41:11:05.05.2021, 0, 0
17:41:12:05.05.2021, 0, 0
17:41:13:05.05.2021, 0, 0
17:41:14:05.05.2021, 0, 0
17:41:15:05.05.2021, 0, 0
17:41:16:05.05.2021, 0, 0
17:41:17:05.05.2021, 0, 0
17:41:18:05.05.2021, 0, 0
17:41:19:05.05.2021, 0, 0
17:41:20:05.05.2021, 0, 0
17:41:21:05.05.2021, 0, 0
17:41:22:05.05.2021, 0, 0
17:41:23:05.05.2021, 0, 0
17:41:24:05.05.2021, 0, 0
17:41:25:05.05.2021, 0, 0
17:41:26:05.05.2021, 0, 0
17:41:27:05.05.2021, 0, 0
17:41:28:05.05.2021, 0, 0
17:41:29:05.05.2021, 0, 0
17:41:30:05.05.2021, 0, 0
17:41:31:05.05.2021, 0, 0
17:41:32:05.05.2021, 0, 0
17:41:33:05.05.2021, 0, 0
17:41:34:05.05.2021, 0, 0
17:41:35:05.05.2021, 0, 0
17:41:36:05.05.2021, 0, 0
17:41:37:05.05.2021, 0, 0
17:41:38:05.05.2021, 0, 0
17:41:39:05.05.2021, 0, 0
17:41:40:05.05.2021, 0, 0
17:41:41:05.05.2021, 0, 0
17:41:42:05.05.2021, 0, 0
17:41:43:05.05.2021, 0, 0
17:41:44:05.05.2021, 0, 0
17:41:45:05.05.2021, 0, 0
17:41:46:05.05.2021, 0, 0
17:41:47:05.05.2021, 0, 0
17:41:48:05.05.2021, 0, 0
17:41:49:05.05.2021, 0, 0
17:41:50:05.05.2021, 0, 0
17:41:51:05.05.2021, 0, 0
17:41:52:05.05.2021, 0, 0
17:41:53:05.05.2021, 0, 0
17:41:54:05.05.2021, 0, 0
17:41:55:05.05.2021, 0, 0
17:41:56:05.05.2021, 0, 0
17:41:57:05.05.2021, 0, 0
17:41:58:05.05.2021, 0, 0
17:41:59:05.05.2021, 0, 0
17:42:00:05.05.2021, 0, 0
17:42:01:05.05.2021, 0, 0
17:42:02:05.05.2021, 0, 0
17:42:03:05.05.2021, 0, 0
17:42:04:05.05.2021, 0, 0
17:42:05:05.05.2021, 0, 0
17:42:06:05.05.2021, 0, 0
17:42:07:05.05.2021, 0, 0
17:42:08:05.05.2021, 0, 0
17:42:09:05.05.2021, 0, 0
17:42:10:05.05.2021, 0, 0
17:42:11:05.05.2021, 0, 0
17:42:12:05.05.2021, 0, 0
17:42:13:05.05.2021, 0, 0
17:42:14:05.05.2021, 0, 0
17:42:15:05.05.2021, 0, 0
17:42:16:05.05.2021, 0, 0
17:42:17:05.05.2021, 0, 0
17:42:18:05.05.2021, 0, 0
17:42:19:05.05.2021, 0, 0
17:42:20:05.05.2021, 0, 0
17:42:21:05.05.2021, 0, 0
17:42:22:05.05.2021, 0, 0
17:42:23:05.05.2021, 0, 0
17:42:24:05.05.2021, 0, 0
17:42:25:05.05.2021, 0, 0
17:42:26:05.05.2021, 0, 0
17:42:27:05.05.2021, 0, 0
17:42:28:05.05.2021, 0, 0
17:42:29:05.05.2021, 0, 0
17:42:30:05.05.2021, 0, 0
17:42:31:05.05.2021, 0, 0
17:42:32:05.05.2021, 0, 0
17:42:33:05.05.2021, 1, 1
17:42:34:05.05.2021, 1, 1
17:42:35:05.05.2021, 1, 1
17:42:36:05.05.2021, 0, 0
17:42:37:05.05.2021, 0, 0
17:42:38:05.05.2021, 0, 0
17:42:39:05.05.2021, 1, 1
17:42:40:05.05.2021, 1, 1
17:42:41:05.05.2021, 1, 1
17:42:42:05.05.2021, 0, 0
17:42:43:05.05.2021, 0, 0
17:42:44:05.05.2021, 0, 0
17:42:45:05.05.2021, 0, 0
17:42:46:05.05.2021, 0, 0
17:42:47:05.05.2021, 1, 1
17:42:48:05.05.2021, 1, 1
17:42:49:05.05.2021, 1, 1
17:42:50:05.05.2021, 1, 1
17:42:51:05.05.2021, 0, 0
17:42:52:05.05.2021, 0, 0
17:42:53:05.05.2021, 0, 0
17:42:54:05.05.2021, 1, 1
17:42:55:05.05.2021, 1, 1
17:42:56:05.05.2021, 1, 1
17:42:57:05.05.2021, 0, 0
17:42:58:05.05.2021, 0, 0
17:42:59:05.05.2021, 0, 0
17:43:00:05.05.2021, 0, 0
17:43:01:05.05.2021, 0, 0
17:43:02:05.05.2021, 0, 0
17:43:03:05.05.2021, 0, 0
17:43:04:05.05.2021, 0, 0
17:43:05:05.05.2021, 0, 0
17:43:06:05.05.2021, 0, 0
17:43:07:05.05.2021, 0, 0
17:43:08:05.05.2021, 0, 0
17:43:09:05.05.2021, 0, 0
17:43:10:05.05.2021, 0, 0
17:43:11:05.05.2021, 0, 0
17:43:12:05.05.2021, 0, 0
17:43:13:05.05.2021, 0, 0
17:43:14:05.05.2021, 0, 0
17:43:15:05.05.2021, 0, 0
17:43:16:05.05.2021, 0, 0
17:43:17:05.05.2021, 0, 0
17:43:18:05.05.2021, 0, 0
17:43:19:05.05.2021, 0, 0
17:43:20:05.05.2021, 0, 0
17:43:21:05.05.2021, 1, 1
17:43:22:05.05.2021, 1, 1
17:43:23:05.05.2021, 1, 1
17:43:24:05.05.2021, 0, 0
17:43:25:05.05.2021, 1, 1
17:43:26:05.05.2021, 1, 1
17:43:27:05.05.2021, 1, 1
17:43:28:05.05.2021, 0, 0
17:43:29:05.05.2021, 1, 1
17:43:30:05.05.2021, 1, 1
17:43:31:05.05.2021, 1, 1
17:43:32:05.05.2021, 1, 1
17:43:33:05.05.2021, 0, 0
17:43:34:05.05.2021, 1, 1
17:43:35:05.05.2021, 1, 1
17:43:36:05.05.2021, 1, 1
17:43:37:05.05.2021, 1, 1
17:43:38:05.05.2021, 1, 1
17:43:39:05.05.2021, 1, 1
17:43:40:05.05.2021, 1, 1
17:43:41:05.05.2021, 1, 1
17:43:42:05.05.2021, 1, 1
17:43:43:05.05.2021, 1, 1
17:43:44:05.05.2021, 1, 1
17:43:45:05.05.2021, 1, 1
17:43:46:05.05.2021, 1, 1
17:43:47:05.05.2021, 1, 1
17:43:48:05.05.2021, 0, 0
17:43:49:05.05.2021, 1, 1
17:43:50:05.05.2021, 1, 1
17:43:51:05.05.2021, 1, 1
17:43:52:05.05.2021, 1, 1
17:43:53:05.05.2021, 1, 1
17:43:54:05.05.2021, 0, 0
17:43:55:05.05.2021, 1, 1
17:43:56:05.05.2021, 0, 0
17:43:57:05.05.2021, 1, 1
17:43:58:05.05.2021, 1, 1
17:43:59:05.05.2021, 1, 1
17:44:00:05.05.2021, 1, 1
17:44:01:05.05.2021, 1, 1
17:44:02:05.05.2021, 1, 1
17:44:03:05.05.2021, 0, 0
17:44:04:05.05.2021, 1, 1
17:44:05:05.05.2021, 1, 1
17:44:06:05.05.2021, 1, 1
17:44:07:05.05.2021, 1, 1
17:44:08:05.05.2021, 1, 1
17:44:09:05.05.2021, 1, 1
17:44:10:05.05.2021, 1, 1
17:44:11:05.05.2021, 1, 1
17:44:12:05.05.2021, 1, 1
17:44:13:05.05.2021, 1, 1
17:44:14:05.05.2021, 1, 1
17:44:15:05.05.2021, 1, 1
17:44:16:05.05.2021, 1, 1
17:44:17:05.05.2021, 1, 1
17:44:18:05.05.2021, 1, 1
17:44:19:05.05.2021, 1, 1
17:44:20:05.05.2021, 1, 1
17:44:21:05.05.2021, 1, 1
17:44:22:05.05.2021, 1, 1
17:44:23:05.05.2021, 1, 1
17:44:24:05.05.2021, 1, 1
17:44:25:05.05.2021, 1, 1
17:44:26:05.05.2021, 1, 1
17:44:27:05.05.2021, 1, 1
17:44:28:05.05.2021, 1, 1
17:44:29:05.05.2021, 1, 1
17:44:30:05.05.2021, 1, 1
17:44:31:05.05.2021, 1, 1
17:44:32:05.05.2021, 1, 1
17:44:33:05.05.2021, 1, 1
17:44:34:05.05.2021, 1, 1
17:44:35:05.05.2021, 1, 1
17:44:36:05.05.2021, 1, 1
17:44:37:05.05.2021, 1, 1
17:44:38:05.05.2021, 1, 1
17:44:39:05.05.2021, 1, 1
17:44:40:05.05.2021, 1, 1
17:44:41:05.05.2021, 1, 1
17:44:42:05.05.2021, 1, 1
17:44:43:05.05.2021, 1, 1
17:44:44:05.05.2021, 1, 1
17:44:45:05.05.2021, 1, 1
17:44:46:05.05.2021, 1, 1
17:44:47:05.05.2021, 1, 1
17:44:48:05.05.2021, 1, 1
17:44:49:05.05.2021, 1, 1
17:44:50:05.05.2021, 1, 1
17:44:51:05.05.2021, 1, 1
17:44:52:05.05.2021, 1, 1
17:44:53:05.05.2021, 1, 1
17:44:54:05.05.2021, 1, 1
17:44:55:05.05.2021, 1, 1
17:44:56:05.05.2021, 1, 1
17:44:57:05.05.2021, 1, 1
17:44:58:05.05.2021, 1, 1
17:44:59:05.05.2021, 1, 1
17:45:00:05.05.2021, 1, 1
17:45:01:05.05.2021, 1, 1
17:45:02:05.05.2021, 1, 1
17:45:03:05.05.2021, 1, 1
17:45:04:05.05.2021, 1, 1
17:45:05:05.05.2021, 1, 1
17:45:06:05.05.2021, 1, 1
17:45:07:05.05.2021, 1, 1
17:45:08:05.05.2021, 0, 0
17:45:09:05.05.2021, 0, 0
17:45:10:05.05.2021, 1, 1
17:45:11:05.05.2021, 1, 1
17:45:12:05.05.2021, 0, 0
17:45:13:05.05.2021, 0, 0
17:45:14:05.05.2021, 1, 1
17:45:15:05.05.2021, 1, 1
17:45:16:05.05.2021, 1, 1
17:45:17:05.05.2021, 1, 1
17:45:18:05.05.2021, 1, 1
17:45:19:05.05.2021, 1, 1
17:45:20:05.05.2021, 1, 1
17:45:21:05.05.2021, 1, 1
17:45:22:05.05.2021, 0, 0
17:45:23:05.05.2021, 0, 0
17:45:24:05.05.2021, 0, 0
17:45:25:05.05.2021, 0, 0
17:45:26:05.05.2021, 0, 0
17:45:27:05.05.2021, 0, 0
17:45:28:05.05.2021, 0, 0
17:45:29:05.05.2021, 0, 0
17:45:30:05.05.2021, 0, 0
17:45:31:05.05.2021, 0, 0
17:45:32:05.05.2021, 0, 0
17:45:33:05.05.2021, 0, 0
17:45:34:05.05.2021, 0, 0
17:45:35:05.05.2021, 0, 0
17:45:36:05.05.2021, 0, 0
17:45:37:05.05.2021, 0, 0
17:45:38:05.05.2021, 0, 0
17:45:39:05.05.2021, 0, 0
17:45:40:05.05.2021, 0, 0
17:45:41:05.05.2021, 0, 0
17:45:42:05.05.2021, 0, 0
17:45:43:05.05.2021, 0, 0
17:45:44:05.05.2021, 0, 0
